Civilian_Casualties,Estimated_Dollar_Loss,Building_Status,Business_Impact,Fire_Alarm_System_Operation,Method_Of_Fire_Control,Smoke_Alarm_at_Fire_Origin,Sprinkler_System_Presence,TFS_Alarm_Time,TFS_Arrival_Time,Fire_Under_Control_Time,Number_of_responding_apparatus,Number_of_responding_personnel
6,70600,NA,None,Operational,CO2,Present,Not applicable,2021-06-21T06:43:20Z,2021-02-16T04:22:38Z,2021-08-27T23:59:10Z,6,22
8,16800,Occupied,None,Non-operational,Water,Present,Not applicable,2021-04-13T06:43:21Z,2021-10-15T21:00:28Z,2021-11-05T02:52:18Z,5,27
9,16600,Occupied,Moderate,Operational,Foam,NA,NA,2021-10-03T23:44:38Z,2021-06-02T04:14:32Z,2021-03-10T09:18:36Z,3,38
0,9400,NA,None,Operational,No intervention,Present,Present,2021-12-18T11:05:40Z,2021-04-29T23:09:19Z,2021-04-19T04:18:24Z,8,49
5,53300,Occupied,None,Operational,NA,Present,Not applicable,2021-03-24T22:41:43Z,2021-07-06T00:33:12Z,2021-07-15T12:24:16Z,10,24
1,72400,Occupied,Minor,Non-operational,Water,Absent,NA,2021-07-17T07:30:48Z,2021-08-23T16:49:13Z,2021-06-29T07:55:26Z,5,14
3,38000,Occupied,None,Operational,Water,Present,Not applicable,2021-10-04T05:29:05Z,2021-05-05T10:59:09Z,2021-07-29T04:20:29Z,9,18
8,18500,Abandoned,None,Operational,NA,Unknown,Not applicable,2021-07-24T00:46:27Z,2021-02-11T13:43:02Z,2021-03-21T09:01:24Z,9,45
2,26300,Occupied,None,Operational,NA,Absent,Present,2021-09-26T19:52:42Z,2021-09-07T15:41:00Z,2021-04-14T01:40:06Z,4,7
5,49200,Occupied,None,Operational,Foam,Present,Present,2021-11-18T07:55:41Z,2021-10-29T02:48:52Z,2021-01-06T02:02:08Z,3,3
5,60900,NA,Minor,NA,Dry chemical,Present,NA,2021-12-05T22:12:36Z,2021-03-09T07:15:44Z,2021-02-15T05:28:42Z,6,47
8,12600,Occupied,Severe,Non-operational,CO2,Absent,NA,2021-09-11T20:46:52Z,2021-02-27T03:35:17Z,2021-10-24T16:08:30Z,8,34
8,42400,Occupied,None,Operational,Water,NA,Present,2021-06-18T21:25:21Z,2021-09-26T12:09:11Z,2021-11-25T23:44:07Z,1,46
5,2800,Occupied,None,Operational,CO2,Absent,Not applicable,2021-03-25T15:26:47Z,2021-10-19T02:05:45Z,2021-12-01T01:22:09Z,3,34
7,60300,Occupied,Moderate,Operational,CO2,Absent,Not applicable,2021-01-17T01:39:04Z,2021-07-13T04:54:26Z,2021-06-21T22:40:55Z,10,4
10,68300,Occupied,Moderate,Operational,NA,Absent,Not applicable,2021-07-01T20:29:44Z,2021-01-14T21:03:46Z,2021-06-19T23:11:56Z,9,45
7,76300,Occupied,Minor,NA,No intervention,Unknown,Absent,2021-09-01T20:55:21Z,2021-06-02T21:53:16Z,2021-02-05T15:10:04Z,6,24
6,73400,Abandoned,None,Operational,Foam,Present,Not applicable,2021-04-20T09:27:46Z,2021-07-09T09:45:24Z,2021-01-11T21:44:20Z,9,14
3,11900,Occupied,None,Operational,Foam,Absent,Present,2021-07-23T05:12:15Z,2021-02-13T10:25:33Z,2021-02-27T00:42:33Z,5,33
7,69300,Unoccupied,Moderate,NA,NA,Present,Not applicable,2021-03-25T18:28:56Z,2021-11-27T20:24:16Z,2021-02-14T05:28:10Z,6,9
9,83800,Abandoned,None,Not present,NA,Absent,Present,2021-06-17T15:36:09Z,2021-03-10T13:57:26Z,2021-12-18T04:58:06Z,1,35
9,23900,NA,Moderate,Operational,Dry chemical,NA,Absent,2021-09-09T11:54:04Z,2021-10-28T09:46:01Z,2021-04-11T22:08:29Z,6,11
2,90400,Occupied,NA,Non-operational,Dry chemical,Present,Absent,2021-10-29T10:59:55Z,2021-01-17T15:35:00Z,2021-06-23T01:18:11Z,8,16
8,45200,Abandoned,None,Not present,NA,Absent,Absent,2021-12-24T15:09:23Z,2021-07-13T17:10:38Z,2021-01-23T01:26:47Z,2,48
2,67000,Occupied,Moderate,Operational,CO2,NA,NA,2021-01-13T16:57:38Z,2021-12-30T04:49:19Z,2021-10-25T09:58:41Z,9,22
1,72400,Occupied,None,Operational,CO2,Present,Not applicable,2021-05-03T06:38:35Z,2021-10-09T04:14:22Z,2021-10-14T15:25:46Z,9,49
0,79000,Occupied,Moderate,NA,CO2,Present,NA,2021-08-17T22:29:33Z,2021-09-06T11:33:12Z,2021-12-14T14:19:51Z,3,20
4,17400,Occupied,Moderate,Operational,Foam,Present,Absent,2021-12-19T16:40:55Z,2021-06-17T08:48:51Z,2021-07-12T11:26:28Z,10,32
2,26300,Abandoned,Minor,Not present,CO2,Unknown,Present,2021-11-01T08:44:54Z,2021-10-22T14:44:32Z,2021-12-30T17:50:18Z,4,26
5,20300,Occupied,Moderate,Operational,No intervention,Present,Absent,2021-08-17T08:21:17Z,2021-05-07T23:47:05Z,2021-12-30T11:49:01Z,3,2
8,33200,Occupied,NA,Operational,Foam,Present,Absent,2021-10-04T06:07:42Z,2021-02-11T02:56:43Z,2021-04-02T15:42:05Z,4,36
1,24800,Occupied,None,Operational,Water,Present,NA,2021-03-30T12:22:59Z,2021-02-01T15:34:51Z,2021-12-08T19:10:03Z,10,28
8,78700,Occupied,Moderate,Operational,NA,Absent,Absent,2021-11-20T13:53:53Z,2021-11-18T18:04:55Z,2021-11-07T03:09:22Z,6,40
0,15800,Unoccupied,Minor,Operational,No intervention,NA,Not applicable,2021-06-11T16:18:13Z,2021-03-13T05:32:20Z,2021-06-22T12:32:03Z,3,35
0,70300,Abandoned,None,Non-operational,NA,Absent,Absent,2021-10-18T05:46:58Z,2021-01-12T08:28:40Z,2021-01-28T17:29:26Z,2,4
6,94800,Occupied,None,Operational,Water,Present,Not applicable,2021-07-12T00:04:25Z,2021-05-02T20:02:20Z,2021-08-07T10:49:09Z,6,26
3,88800,Occupied,None,Operational,Dry chemical,Absent,Present,2021-12-16T11:48:24Z,2021-04-04T10:26:22Z,2021-03-24T04:34:23Z,10,14
5,74000,Occupied,Moderate,Operational,Water,Present,Not applicable,2021-07-12T20:51:08Z,2021-01-21T16:06:25Z,2021-03-03T19:43:03Z,8,43
0,21000,Occupied,None,Operational,Foam,Present,Present,2021-03-12T17:15:20Z,2021-07-23T22:05:32Z,2021-10-04T23:10:30Z,2,27
2,53700,Occupied,None,Operational,Foam,NA,Not applicable,2021-05-12T02:08:17Z,2021-06-17T01:14:59Z,2021-08-17T15:27:55Z,8,40
2,45900,Occupied,Moderate,Operational,Dry chemical,Absent,Absent,2021-12-06T07:44:19Z,2021-07-19T03:01:48Z,2021-10-08T18:41:11Z,2,23
4,82300,NA,None,Non-operational,No intervention,Present,Not applicable,2021-10-21T23:57:55Z,2021-09-16T22:15:18Z,2021-10-06T17:12:11Z,1,27
3,75700,Occupied,Moderate,NA,Dry chemical,NA,Not applicable,2021-02-19T08:20:51Z,2021-04-19T18:22:47Z,2021-02-19T10:55:34Z,3,20
2,40300,Occupied,None,Operational,Dry chemical,Present,Absent,2021-06-20T21:57:29Z,2021-06-14T00:40:50Z,2021-04-26T16:04:59Z,2,14
8,90800,Occupied,None,Operational,No intervention,Present,Absent,2021-04-12T11:01:18Z,2021-08-20T05:35:20Z,2021-03-05T20:23:28Z,9,18
2,84600,Unoccupied,Minor,NA,Water,Present,Present,2021-09-28T02:11:02Z,2021-01-30T11:38:45Z,2021-09-30T03:54:29Z,1,40
1,87200,Occupied,Minor,Operational,NA,Absent,NA,2021-07-06T03:37:15Z,2021-11-24T08:52:01Z,2021-08-29T07:12:19Z,10,9
10,6000,Occupied,Minor,NA,NA,Absent,Present,2021-09-07T08:55:54Z,2021-11-21T09:43:23Z,2021-07-14T00:13:49Z,5,12
9,77000,Occupied,Severe,Operational,Dry chemical,Absent,Not applicable,2021-02-14T01:39:24Z,2021-02-03T21:07:19Z,2021-02-21T22:54:50Z,4,2
10,60900,NA,Moderate,Operational,Dry chemical,Unknown,NA,2021-02-17T17:58:58Z,2021-02-19T10:16:35Z,2021-01-03T07:11:08Z,4,25
6,83700,Unoccupied,Moderate,Operational,No intervention,Present,Present,2021-05-16T10:31:54Z,2021-11-16T16:07:18Z,2021-12-17T23:51:52Z,7,20
3,2900,Occupied,None,Operational,No intervention,Absent,Present,2021-11-16T18:49:29Z,2021-08-25T19:31:07Z,2021-10-06T21:18:40Z,10,39
0,47800,Occupied,None,Operational,No intervention,Absent,Absent,2021-09-10T10:35:39Z,2021-08-20T13:05:56Z,2021-07-22T19:11:27Z,9,31
3,69000,Abandoned,Moderate,Operational,CO2,Absent,Not applicable,2021-03-22T18:19:48Z,2021-12-21T18:57:52Z,2021-01-24T06:38:47Z,6,17
8,11700,Occupied,None,Operational,Foam,NA,Present,2021-08-25T16:02:18Z,2021-03-27T11:45:27Z,2021-07-01T22:06:02Z,2,11
6,66600,Occupied,NA,Operational,NA,NA,Not applicable,2021-06-21T19:07:15Z,2021-06-07T10:20:48Z,2021-07-19T12:09:41Z,10,13
4,68500,Unoccupied,None,Operational,Dry chemical,Absent,Not applicable,2021-05-22T14:05:05Z,2021-12-21T15:11:58Z,2021-12-28T19:21:43Z,10,3
9,91700,Occupied,Moderate,NA,Water,Absent,Not applicable,2021-11-03T12:37:53Z,2021-03-18T13:02:25Z,2021-03-09T21:58:48Z,7,17
9,47600,NA,Minor,Operational,CO2,NA,Present,2021-09-29T07:12:03Z,2021-07-14T17:17:42Z,2021-07-23T10:42:54Z,2,25
2,89600,Occupied,Minor,NA,Dry chemical,Absent,Not applicable,2021-12-24T06:06:59Z,2021-05-23T14:23:25Z,2021-08-13T02:28:25Z,5,22
6,35600,Occupied,Minor,NA,CO2,Present,Absent,2021-03-07T17:57:10Z,2021-09-26T21:26:05Z,2021-07-30T19:22:11Z,7,20
4,4300,Occupied,None,Operational,No intervention,Absent,Absent,2021-05-04T15:10:03Z,2021-07-15T13:07:03Z,2021-08-01T09:25:38Z,7,40
7,8300,Occupied,Moderate,Operational,Foam,Present,Present,2021-11-05T00:51:21Z,2021-07-29T17:46:05Z,2021-09-13T09:52:52Z,3,1
5,54600,Occupied,Moderate,Operational,Water,Unknown,Not applicable,2021-06-15T06:43:50Z,2021-05-03T23:29:09Z,2021-11-17T03:00:22Z,10,6
9,32200,Occupied,Minor,Operational,Foam,Absent,Absent,2021-06-01T05:12:58Z,2021-03-27T12:31:43Z,2021-09-28T03:14:35Z,9,2
8,17400,Occupied,Moderate,Operational,Water,Present,Present,2021-03-14T10:20:36Z,2021-10-23T11:11:50Z,2021-12-17T11:12:44Z,9,18
0,18300,Abandoned,None,Operational,NA,Absent,NA,2021-05-19T23:08:51Z,2021-08-15T10:18:56Z,2021-05-24T22:11:14Z,6,4
4,91800,Occupied,Minor,NA,CO2,Present,NA,2021-10-21T20:45:27Z,2021-09-20T18:37:20Z,2021-02-26T07:33:48Z,2,19
5,67000,Abandoned,Minor,Operational,NA,Absent,Not applicable,2021-12-22T15:53:55Z,2021-08-19T02:03:29Z,2021-02-28T22:00:13Z,6,29
7,98400,Occupied,Moderate,Operational,CO2,Absent,Absent,2021-05-09T06:27:26Z,2021-08-15T18:40:26Z,2021-05-31T13:00:52Z,7,16
2,57300,Occupied,Minor,Operational,CO2,Present,Not applicable,2021-02-02T09:02:58Z,2021-09-26T11:09:56Z,2021-03-13T20:42:54Z,6,15
3,6800,Occupied,Minor,Operational,Dry chemical,Present,Absent,2021-03-20T07:29:14Z,2021-10-05T13:02:14Z,2021-01-25T12:57:45Z,7,42
7,37700,Occupied,None,Operational,NA,Absent,Present,2021-07-09T09:27:56Z,2021-03-16T15:46:44Z,2021-01-23T09:36:42Z,2,48
8,37000,Occupied,None,Operational,Dry chemical,Absent,Not applicable,2021-06-18T00:45:56Z,2021-12-30T09:32:44Z,2021-11-23T09:08:25Z,9,20
6,77100,Occupied,Minor,Operational,Foam,Absent,Absent,2021-05-07T18:27:07Z,2021-06-05T18:59:27Z,2021-01-21T01:55:44Z,2,23
10,24700,Occupied,Severe,Operational,No intervention,Present,Present,2021-08-30T15:08:41Z,2021-02-27T01:06:42Z,2021-12-22T06:01:32Z,6,3
0,49400,Occupied,Moderate,Operational,Water,Present,Present,2021-06-20T18:29:17Z,2021-01-27T07:12:13Z,2021-02-11T13:14:30Z,3,26
0,13700,Occupied,None,Operational,No intervention,Present,Absent,2021-03-19T21:56:36Z,2021-01-16T18:09:24Z,2021-10-06T19:41:36Z,7,2
1,83600,Occupied,Severe,Not present,NA,Present,Present,2021-10-11T14:39:34Z,2021-01-21T23:52:49Z,2021-10-19T11:07:56Z,2,48
3,44600,Occupied,None,Operational,Water,Absent,Absent,2021-12-29T03:45:59Z,2021-11-21T02:29:49Z,2021-03-14T16:57:56Z,4,40
6,98100,Occupied,Minor,NA,CO2,Absent,Present,2021-04-15T18:54:06Z,2021-12-26T06:29:05Z,2021-12-07T13:33:05Z,10,4
8,88400,Occupied,NA,Operational,Foam,Present,Present,2021-07-16T19:24:53Z,2021-12-21T05:29:03Z,2021-08-17T07:16:09Z,6,7
0,17100,Occupied,None,Non-operational,Water,Present,Present,2021-12-02T10:51:38Z,2021-03-30T03:41:34Z,2021-05-29T13:18:35Z,1,34
8,48100,Occupied,Severe,Operational,CO2,Absent,Absent,2021-01-23T06:12:18Z,2021-09-12T19:24:43Z,2021-08-14T21:29:58Z,7,15
10,54100,Abandoned,Moderate,Operational,No intervention,Absent,Present,2021-08-30T02:29:34Z,2021-02-13T06:31:44Z,2021-12-10T05:43:21Z,5,3
1,61400,Unoccupied,Moderate,Operational,Foam,Present,Present,2021-02-26T06:21:46Z,2021-06-21T23:16:46Z,2021-01-05T12:17:32Z,3,42
3,45200,Occupied,Moderate,Operational,CO2,Present,Not applicable,2021-05-15T14:36:54Z,2021-07-25T04:13:01Z,2021-03-30T23:08:29Z,5,9
0,17700,Occupied,None,Non-operational,Foam,NA,Not applicable,2021-12-28T09:49:14Z,2021-06-07T02:33:34Z,2021-04-07T05:28:20Z,3,3
9,53800,NA,None,Not present,CO2,Present,Absent,2021-04-10T14:16:28Z,2021-10-01T11:37:51Z,2021-02-14T07:15:31Z,8,43
9,92700,Occupied,Minor,Non-operational,NA,NA,Absent,2021-01-23T21:41:22Z,2021-10-27T23:20:36Z,2021-09-10T22:08:33Z,7,46
9,13500,Occupied,Minor,Not present,Foam,Present,Not applicable,2021-08-21T06:06:56Z,2021-11-04T17:14:13Z,2021-10-13T20:49:10Z,7,46
1,45400,NA,Minor,NA,Water,Absent,NA,2021-09-03T03:31:50Z,2021-03-18T02:15:12Z,2021-08-16T00:46:14Z,1,16
10,600,Unoccupied,None,Operational,NA,Absent,Present,2021-02-03T19:54:26Z,2021-02-18T13:56:50Z,2021-08-22T00:10:00Z,3,42
6,1700,Unoccupied,Minor,Operational,Water,Present,Present,2021-04-08T01:46:30Z,2021-07-05T10:17:39Z,2021-07-30T20:27:47Z,6,16
10,4400,Occupied,None,Not present,Water,Present,Not applicable,2021-07-05T12:24:09Z,2021-01-03T13:42:55Z,2021-09-14T11:09:50Z,9,26
5,40300,Unoccupied,Minor,NA,Water,Absent,Present,2021-07-19T23:16:29Z,2021-04-15T20:06:58Z,2021-07-31T03:08:14Z,6,42
8,13500,NA,Moderate,Operational,Foam,Present,NA,2021-02-22T07:49:56Z,2021-08-17T14:58:38Z,2021-04-25T14:15:03Z,5,3
0,33100,Occupied,None,Non-operational,No intervention,Absent,Present,2021-03-09T14:42:27Z,2021-07-04T14:59:15Z,2021-06-02T14:57:49Z,9,7
9,15900,Unoccupied,None,Non-operational,Foam,Absent,Not applicable,2021-04-17T11:56:40Z,2021-12-17T17:20:15Z,2021-03-04T10:58:44Z,8,26
0,49300,Occupied,Moderate,Operational,No intervention,NA,Not applicable,2021-11-30T21:09:17Z,2021-03-28T16:46:00Z,2021-03-08T21:34:44Z,2,18
5,79600,Occupied,Moderate,NA,Water,Absent,Not applicable,2021-07-25T11:00:21Z,2021-12-30T20:40:28Z,2021-07-22T11:10:44Z,7,7
10,47800,Occupied,None,Operational,NA,Unknown,Absent,2021-07-10T13:38:23Z,2021-12-22T09:07:35Z,2021-01-16T12:25:13Z,8,36
7,4400,Occupied,Moderate,Operational,No intervention,Present,Not applicable,2021-10-22T10:23:13Z,2021-12-05T18:47:05Z,2021-06-17T11:58:19Z,2,44
7,94300,NA,None,Operational,CO2,Absent,Present,2021-01-26T10:35:31Z,2021-11-07T06:11:55Z,2021-09-05T14:38:33Z,10,31
7,2200,Occupied,None,Non-operational,CO2,Unknown,Not applicable,2021-12-04T04:08:36Z,2021-11-24T21:40:29Z,2021-10-29T23:30:13Z,1,25
4,76700,Unoccupied,None,Not present,Dry chemical,Unknown,Present,2021-04-02T07:54:06Z,2021-09-25T19:39:43Z,2021-04-21T09:31:35Z,5,26
8,60300,Abandoned,None,NA,Foam,Present,Present,2021-06-04T12:36:56Z,2021-12-14T08:47:55Z,2021-01-16T19:04:18Z,8,16
10,18100,Occupied,None,Not present,Water,Absent,Present,2021-07-11T14:57:28Z,2021-01-03T16:17:42Z,2021-10-04T12:40:14Z,2,30
0,34800,Occupied,None,Not present,Foam,Present,Absent,2021-06-01T23:07:48Z,2021-07-15T23:36:49Z,2021-04-20T00:32:10Z,1,31
5,39200,Occupied,Minor,Operational,No intervention,Present,Present,2021-02-06T08:01:43Z,2021-04-15T07:08:42Z,2021-04-27T11:44:23Z,5,21
10,76900,Occupied,None,Operational,Foam,NA,Absent,2021-11-04T07:50:23Z,2021-10-16T02:50:16Z,2021-06-04T18:05:09Z,4,47
1,57600,Occupied,Minor,Operational,No intervention,Unknown,Not applicable,2021-09-23T20:55:02Z,2021-11-07T02:01:56Z,2021-10-19T04:17:37Z,7,30
0,39600,Occupied,Severe,Operational,No intervention,Absent,Not applicable,2021-12-06T21:15:44Z,2021-02-05T01:08:51Z,2021-04-21T08:32:37Z,3,48
5,66600,Occupied,None,Operational,NA,Absent,Absent,2021-10-20T13:25:06Z,2021-10-20T06:39:04Z,2021-07-30T13:40:48Z,10,9
8,42000,Occupied,Minor,NA,Water,Present,Present,2021-05-03T02:57:57Z,2021-11-01T15:53:33Z,2021-06-19T03:04:53Z,1,8
7,35500,Occupied,None,Operational,Dry chemical,Absent,Absent,2021-04-26T05:40:09Z,2021-05-08T06:03:30Z,2021-10-16T23:06:33Z,6,24
3,25300,NA,None,Operational,No intervention,Absent,Present,2021-03-25T22:37:59Z,2021-02-06T15:21:01Z,2021-08-27T06:25:48Z,6,36
3,69100,Occupied,None,Operational,NA,Absent,Absent,2021-12-06T10:24:01Z,2021-01-26T03:40:01Z,2021-04-05T05:24:11Z,8,42
5,22500,Occupied,None,Not present,CO2,Absent,Absent,2021-05-16T18:03:41Z,2021-11-01T09:51:00Z,2021-11-13T06:23:36Z,8,38
0,88000,Occupied,None,Operational,CO2,Present,Not applicable,2021-01-12T20:10:02Z,2021-05-01T06:19:32Z,2021-06-23T19:53:50Z,4,42
1,50200,NA,None,Operational,Dry chemical,Absent,Present,2021-09-08T09:03:06Z,2021-05-26T08:51:22Z,2021-05-30T11:20:35Z,3,13
6,76800,Occupied,None,Operational,Foam,Present,NA,2021-10-25T13:41:36Z,2021-06-12T12:56:11Z,2021-06-06T07:28:34Z,6,11
4,50300,Occupied,Minor,Operational,Water,Absent,Present,2021-12-08T06:34:44Z,2021-09-05T02:16:53Z,2021-10-17T12:06:35Z,10,33
3,27400,Occupied,None,Operational,Foam,Absent,Present,2021-06-18T04:24:33Z,2021-02-12T02:42:09Z,2021-08-03T04:57:36Z,5,38
5,71800,Unoccupied,None,Operational,CO2,Unknown,NA,2021-11-19T23:29:09Z,2021-09-09T00:11:07Z,2021-07-13T10:22:16Z,2,27
6,91200,Occupied,Moderate,Operational,NA,Present,Present,2021-08-27T13:42:53Z,2021-03-23T13:05:12Z,2021-07-04T20:36:43Z,2,44
9,99300,Abandoned,Moderate,Operational,NA,Absent,Absent,2021-02-18T20:12:06Z,2021-08-10T11:47:57Z,2021-07-25T20:30:15Z,10,31
4,20000,Occupied,Moderate,Operational,Water,Unknown,NA,2021-06-19T14:13:03Z,2021-02-17T06:40:54Z,2021-07-10T16:38:27Z,2,10
9,10700,Occupied,None,Operational,No intervention,Present,Not applicable,2021-11-04T12:52:44Z,2021-01-07T10:58:17Z,2021-04-26T04:30:38Z,1,14
4,19100,Occupied,None,Operational,Water,Present,Absent,2021-10-05T19:08:00Z,2021-02-05T18:35:40Z,2021-04-25T00:23:20Z,3,13
7,78400,Occupied,Moderate,Operational,CO2,Present,Present,2021-05-07T13:15:56Z,2021-08-15T18:53:14Z,2021-03-28T08:01:15Z,10,30
8,43400,NA,Severe,Non-operational,Foam,Absent,Present,2021-01-10T22:14:05Z,2021-01-31T04:53:00Z,2021-06-28T04:07:01Z,3,16
7,82700,Abandoned,Severe,Operational,CO2,Unknown,NA,2021-02-02T20:57:07Z,2021-10-12T21:40:25Z,2021-02-09T05:59:49Z,1,39
6,46200,Occupied,NA,Operational,Dry chemical,Unknown,Present,2021-01-10T23:33:28Z,2021-08-25T02:27:37Z,2021-08-08T06:27:11Z,5,47
0,17700,Occupied,NA,Operational,Foam,Unknown,NA,2021-01-04T09:34:22Z,2021-06-13T00:50:17Z,2021-11-04T18:02:38Z,6,11
6,34800,Occupied,Minor,Operational,Foam,Absent,Absent,2021-02-23T08:17:31Z,2021-03-05T11:39:54Z,2021-03-14T04:49:35Z,10,49
4,87000,Occupied,Minor,Operational,NA,Absent,Not applicable,2021-09-28T12:16:32Z,2021-12-09T05:15:42Z,2021-01-17T14:46:26Z,10,22
0,51000,Unoccupied,Severe,Operational,Water,NA,Not applicable,2021-07-12T14:06:22Z,2021-08-01T11:05:36Z,2021-09-01T09:11:10Z,7,6
6,52100,Occupied,None,Operational,Foam,Unknown,Absent,2021-09-29T22:01:59Z,2021-11-22T04:09:09Z,2021-07-07T04:48:26Z,3,33
7,60800,Occupied,None,Non-operational,Foam,Absent,Present,2021-10-30T17:17:45Z,2021-05-27T08:22:05Z,2021-09-21T20:34:34Z,7,12
0,41500,Occupied,Minor,NA,NA,Absent,Not applicable,2021-02-12T10:14:26Z,2021-12-23T09:10:56Z,2021-07-22T03:02:03Z,6,5
7,57800,Occupied,None,NA,NA,Absent,Not applicable,2021-08-19T09:58:29Z,2021-06-28T15:41:04Z,2021-01-02T06:50:58Z,9,23
10,25400,Occupied,Moderate,Not present,No intervention,Present,Absent,2021-10-13T00:20:16Z,2021-01-13T13:46:57Z,2021-05-20T08:37:29Z,2,21
2,69600,Unoccupied,None,Operational,Dry chemical,Present,Not applicable,2021-07-16T05:59:38Z,2021-05-15T13:14:30Z,2021-06-18T13:14:12Z,5,2
2,8800,Occupied,None,Operational,Water,Present,Present,2021-09-20T22:13:12Z,2021-05-22T09:40:25Z,2021-06-16T13:32:41Z,9,25
8,91600,Occupied,None,NA,Dry chemical,NA,NA,2021-12-29T17:10:25Z,2021-04-04T04:22:51Z,2021-01-05T03:25:37Z,4,39
3,24000,Occupied,NA,Not present,CO2,Absent,NA,2021-01-05T14:08:51Z,2021-09-22T00:30:24Z,2021-06-04T23:58:15Z,8,38
0,10200,Occupied,None,Operational,No intervention,Absent,Present,2021-04-18T07:06:24Z,2021-04-16T18:01:56Z,2021-09-29T09:29:33Z,1,11
10,16100,Abandoned,None,Operational,Dry chemical,Present,Not applicable,2021-01-02T10:10:08Z,2021-01-20T19:17:04Z,2021-03-22T04:09:23Z,2,29
4,79400,Occupied,Minor,Operational,Foam,Absent,Present,2021-02-16T09:22:09Z,2021-01-14T10:33:25Z,2021-03-26T11:16:40Z,7,43
5,50800,Occupied,Minor,Operational,Water,Present,Not applicable,2021-01-09T16:36:41Z,2021-07-13T14:56:17Z,2021-04-21T19:55:28Z,8,34
10,66300,Occupied,NA,Non-operational,Water,Present,Not applicable,2021-09-17T13:13:42Z,2021-05-13T06:42:39Z,2021-06-12T00:12:40Z,7,10
3,77200,Occupied,None,Operational,CO2,Present,Present,2021-08-14T01:17:11Z,2021-07-14T16:43:51Z,2021-06-02T12:13:31Z,6,37
10,71700,Occupied,None,Not present,CO2,Present,Absent,2021-01-24T04:51:08Z,2021-12-20T06:24:06Z,2021-10-25T20:45:27Z,9,10
2,53200,Abandoned,None,Operational,Foam,Present,Present,2021-11-19T13:47:19Z,2021-07-06T18:43:00Z,2021-04-11T08:39:59Z,2,28
2,51900,Occupied,None,Operational,NA,Present,Not applicable,2021-08-07T16:39:01Z,2021-02-21T09:49:51Z,2021-02-02T05:41:48Z,6,38
1,91400,Occupied,None,Operational,Water,Absent,Absent,2021-09-09T19:31:12Z,2021-12-27T12:50:24Z,2021-07-19T21:26:51Z,2,6
0,50900,Occupied,None,Operational,Water,Absent,Not applicable,2021-01-08T09:15:45Z,2021-01-20T05:15:40Z,2021-09-03T11:20:47Z,9,13
5,63700,NA,None,NA,No intervention,Present,NA,2021-02-22T13:21:50Z,2021-06-27T16:57:29Z,2021-08-16T19:46:12Z,3,50
1,35700,Unoccupied,Minor,Non-operational,Foam,Absent,NA,2021-11-23T10:17:23Z,2021-08-09T10:38:47Z,2021-12-17T14:59:20Z,2,3
1,60700,Occupied,Severe,Operational,Water,Absent,Present,2021-03-31T14:05:09Z,2021-03-25T20:18:17Z,2021-06-15T08:04:07Z,4,8
9,6800,Occupied,Minor,Operational,CO2,Absent,NA,2021-06-26T10:45:29Z,2021-09-28T23:47:09Z,2021-12-27T21:16:30Z,5,37
2,8300,Occupied,Severe,Operational,CO2,Absent,Not applicable,2021-07-28T21:42:46Z,2021-07-10T06:21:53Z,2021-12-04T19:13:54Z,2,38
9,83400,Occupied,None,Operational,CO2,Absent,Absent,2021-06-18T10:21:48Z,2021-12-08T18:36:26Z,2021-10-14T14:16:47Z,8,29
4,5200,Occupied,None,Operational,No intervention,Absent,Absent,2021-01-10T17:20:38Z,2021-01-22T06:33:48Z,2021-03-18T06:34:25Z,5,8
7,15000,Occupied,Minor,Operational,Water,Absent,Not applicable,2021-07-13T15:46:51Z,2021-05-31T23:33:12Z,2021-11-10T12:55:16Z,4,5
9,40900,Occupied,Moderate,Operational,Foam,Unknown,Present,2021-12-26T05:07:51Z,2021-03-18T23:55:34Z,2021-04-25T06:12:19Z,6,49
5,48800,Occupied,Minor,Not present,Water,Absent,Absent,2021-07-12T17:42:02Z,2021-03-02T14:05:16Z,2021-05-20T10:32:24Z,1,50
5,51200,Occupied,None,Operational,CO2,Unknown,Not applicable,2021-02-14T20:19:10Z,2021-01-01T04:59:11Z,2021-11-28T05:36:20Z,8,46
4,40900,Occupied,Severe,Operational,Foam,Present,Present,2021-08-14T23:01:11Z,2021-08-30T17:59:54Z,2021-11-22T16:18:34Z,8,31
6,10900,Occupied,Minor,Operational,Dry chemical,Unknown,NA,2021-08-29T20:22:21Z,2021-08-21T21:07:43Z,2021-12-03T19:23:09Z,2,31
7,95700,Abandoned,None,Non-operational,Water,NA,Absent,2021-04-19T06:25:20Z,2021-04-11T04:32:39Z,2021-11-04T07:05:40Z,4,4
4,57900,Abandoned,Severe,Operational,CO2,Absent,Absent,2021-01-27T18:08:06Z,2021-03-07T08:31:27Z,2021-08-05T18:23:19Z,8,2
7,88900,NA,Minor,Operational,Foam,Present,Not applicable,2021-04-18T03:47:18Z,2021-09-01T02:57:45Z,2021-09-04T08:00:37Z,10,37
4,40600,NA,Severe,Operational,Dry chemical,Absent,Not applicable,2021-06-05T06:11:35Z,2021-11-22T02:20:15Z,2021-10-23T22:24:44Z,4,24
3,98000,Occupied,None,Operational,Dry chemical,Present,Present,2021-10-16T06:07:16Z,2021-02-14T06:51:42Z,2021-02-21T09:26:39Z,2,7
